mprid,ldp_zip,listing_date,pending_date,ldp_views_day1,ldp_views_day3,ldp_views_day7,photo_count,type,bedrooms,year_built,sqft,price
1158275004,92663,2016-06-28,,0,35,91,25,condo,2,1973,976,579000
1119396356,90248,2016-06-20,,0,10,42,2,single_family,3,1952,980,429000
2333194296,91406,2016-04-23,2016-05-05,0,52,103,21,single_family,5,1948,2252,615000
1567693569,91789,2016-05-19,,12,51,87,9,single_family,3,1987,1654,639999
1503982625,92705,2016-04-30,,32,127,184,24,single_family,4,1953,2162,755000
1555024096,93552,2016-08-16,,34,34,34,36,single_family,3,1989,2100,384990
1480435350,90501,2016-08-15,,11,19,19,4,multi_family,2,1917,1560,825000
2103344839,92637,2016-07-22,,12,53,91,25,condo,3,1975,1387,649900
1273253032,91007,2016-06-21,,0,13,22,26,condo,3,2002,1895,698000
2540555816,92646,2016-06-17,,0,63,131,31,condo,4,2012,2606,1099999
2872378587,92626,2016-04-26,,0,0,34,12,single_family,6,1963,3400,950000
2845349590,93536,2016-08-02,,0,78,129,36,single_family,4,1993,1852,295000
2404953980,91361,2016-07-13,,0,0,0,31,condo,3,1968,2392,999500
2094027591,92651,2016-06-30,,0,8,49,25,single_family,2,1949,2029,2495000
2824131970,91801,2016-06-11,,10,34,64,12,condo,4,1991,1843,599900
2961934331,93510,2016-07-11,,6,12,19,3,land,,1922,,395000
1216691434,91803,2016-06-22,,0,26,43,1,single_family,3,1950,1148,658000
2605400025,92627,2016-06-24,,0,119,286,34,condo,2,1981,1300,349000
2691739191,92647,2016-06-22,,0,46,82,36,single_family,5,1974,2216,949900
2120706338,90003,2016-08-09,,23,89,128,12,single_family,2,1926,948,275000
1600981041,93550,2016-05-14,,0,0,10,2,land,,,,95000
1717062467,90815,2016-06-30,,0,74,150,36,single_family,3,1952,1629,669900
2538331233,91107,2016-07-12,,0,45,113,24,single_family,2,1949,1427,919000
1382569878,92886,2016-05-24,,42,91,126,1,single_family,4,2003,2325,700000
1445567481,90042,2016-06-08,,9,57,78,13,single_family,2,1921,952,599800
1086336390,90815,2016-05-31,,44,150,264,28,condo,2,1985,1000,395000
2689867396,92651,2016-07-30,,27,393,442,3,single_family,2,1976,1754,1159000
2868309079,91780,2016-07-29,,22,50,78,24,single_family,4,1950,2255,849900
2989893848,92869,2016-07-10,,0,39,57,13,condo,2,1996,1200,440000
2143516302,93535,2016-06-03,,0,2,5,8,land,,,,395000
2167218664,90731,2016-07-20,,0,2,12,3,multi_family,,1964,3200,845000
1286306141,90304,2016-08-02,,0,46,84,1,single_family,1,1925,504,255000
1694233211,92703,2016-04-27,,0,0,0,3,multi_family,3,1913,1185,650000
1397393286,91765,2016-07-07,,0,26,51,36,single_family,3,1963,1315,608888
1764428762,92648,2016-08-09,,27,140,263,5,condo,1,1982,561,120000
2981487153,91604,2016-06-23,,2,42,69,36,single_family,3,1951,1487,1055000
2292326672,91731,2016-07-07,,0,18,39,25,condo,3,1985,1175,369000
1968678501,90742,2016-05-03,,17,47,58,36,single_family,7,1987,4400,3799000
2060915319,90804,2016-06-14,,0,71,93,11,single_family,4,2007,2020,799000
2719685683,91324,2016-08-09,,0,92,123,16,single_family,3,1924,960,469000
1871604576,91765,2016-05-24,,19,39,61,11,condo,1,1981,687,229900
1105687564,91754,2016-07-13,,0,67,140,12,single_family,3,1949,1223,525000
1976831980,90802,2016-07-14,,0,10,38,0,condo,1,1972,702,242000
1748412816,90630,2016-07-13,,0,45,96,18,condo,3,2004,1235,449000
2933714719,90031,2016-06-01,,31,112,162,9,land,,,,99000
2588782839,92782,2016-05-26,,12,45,94,29,single_family,3,1988,1904,788880
1716688585,91775,2016-06-02,2016-08-04,0,28,79,20,single_family,2,1947,1348,650000
1185637348,92651,2016-05-06,,10,86,140,27,condo,2,1963,1056,1975000
2547350814,90732,2016-05-06,,1,22,38,19,condo,2,1976,1307,480000
1964284789,93550,2016-06-20,,4,13,23,1,land,,,,179000
2292192833,90262,2016-06-14,,0,12,70,13,single_family,3,1952,1533,375000
1299641051,91342,2016-08-05,,66,178,390,19,single_family,3,1974,1292,402800
1512555443,90037,2016-06-08,,0,29,43,14,multi_family,9,1911,4800,719900
2645002625,92865,2016-07-12,,0,71,242,20,single_family,4,1963,1605,569900
2284077784,91325,2016-08-08,,38,90,145,4,single_family,3,1951,1254,490000
1857782335,90621,2016-06-16,,1,19,48,32,single_family,4,1957,2195,799900
1264334673,93063,2016-05-31,2016-06-22,108,231,374,35,single_family,4,1964,1632,525000
2168492799,,2016-08-16,,0,0,0,20,single_family,4,2013,3236,1980000
2687960993,91355,2016-07-28,,0,80,250,1,single_family,5,1968,2336,635000
2951385073,92618,2016-06-20,,0,4,11,6,condo,2,2015,1661,629990
1808105091,91104,2016-07-30,,59,285,466,30,single_family,4,1904,1600,599888
2787978931,90262,2016-07-29,,0,0,16,16,single_family,2,1944,885,400000
2206608187,91311,2016-06-07,2016-07-14,0,14,73,33,condo,3,1989,1586,475000
2839490155,92677,2016-07-01,,12,199,242,28,single_family,4,1988,4322,2499950
1644891451,92704,2016-07-13,,0,24,45,1,condo,2,1970,878,299900
2344071396,91748,2016-05-30,,3,11,32,36,single_family,5,1992,2948,820000
2611630897,91302,2016-06-08,2016-08-01,0,60,144,29,single_family,3,1987,2480,900000
2873991934,91776,2016-06-10,,1,6,18,20,condo,3,2016,1879,728000
2416023708,91008,2016-07-08,,0,272,309,33,single_family,7,2001,8467,6880000
1763280732,92618,2016-05-23,,5,42,63,36,single_family,4,2014,2394,1100025
2989686238,92618,2016-07-07,,0,15,23,1,single_family,3,2015,2783,1260900
2984527305,93544,2016-05-26,,2,6,19,33,mobile,2,1980,1200,30000
1835352792,90713,2016-04-30,,0,0,0,36,single_family,3,1950,1513,574999
1143724535,92672,2016-07-13,,0,78,154,36,single_family,4,1998,2705,949000
1130073308,91768,2016-06-03,,3,88,171,33,single_family,2,1928,1000,332000
1813550290,90604,2016-04-29,,0,0,0,8,single_family,4,1954,1824,525000
2934080838,90740,2016-06-15,,0,32,86,27,condo,2,1974,1105,429500
1849185458,90266,2016-07-15,,0,68,128,36,single_family,4,1947,2151,2299000
1670323975,91789,2016-08-03,,0,9,29,19,single_family,4,1983,1990,788000
2656565400,91601,2016-04-25,2016-05-06,30,150,270,30,single_family,3,1937,1597,799000
2049149247,92651,2016-08-05,,0,57,85,16,single_family,2,1915,921,2700000
1135998257,91710,2016-06-06,,0,127,130,13,single_family,4,1963,1396,395000
2339274943,91325,2016-08-07,,0,5,14,0,condo,3,1979,2061,489000
2420217609,92653,2016-05-27,,0,24,123,10,single_family,3,1977,1303,609900
2247933488,90274,2016-05-16,,33,91,148,25,single_family,4,1958,3029,1650000
1576545193,91724,2016-07-14,,0,30,86,35,single_family,5,1957,2591,898000
1416758430,92625,2016-05-04,,6,74,93,36,multi_family,4,2008,4400,3700000
1773186903,91101,2016-06-28,2016-08-01,0,75,139,34,condo,3,1978,1439,770000
2043566540,91602,2016-06-25,,0,23,115,20,condo,2,1988,1202,460000
1368677233,90631,2016-04-27,,15,47,78,9,multi_family,3,1948,1868,574500
1466656672,92610,2016-04-22,,16,73,179,35,single_family,3,1996,1316,664900
1849150118,91606,2016-04-24,,0,36,60,20,single_family,2,1942,796,545000
1134542073,90602,2016-05-23,,0,18,39,1,multi_family,5,1987,3746,965000
2116823159,91321,2016-08-12,,18,85,115,24,single_family,5,1969,2340,725000
1396395388,92637,2016-07-13,,0,113,214,27,single_family,2,1968,1010,276500
2930741608,91006,2016-04-18,,21,60,96,21,single_family,4,2003,3382,1198000
2052543597,92707,2016-05-02,,29,94,168,15,condo,0,1969,504,189900
1009191334,92780,2016-06-08,,0,20,101,1,single_family,4,1975,2344,645000
1083117518,92708,2016-06-07,,0,0,0,1,single_family,4,1967,1799,675000
2255017166,90606,2016-06-02,,0,73,204,13,single_family,3,1950,1081,399900
2191318818,92677,2016-06-12,,3,60,74,30,single_family,5,1989,3690,1695000
1080646776,93536,2016-06-30,2016-07-08,50,151,222,10,single_family,4,1993,2392,365000
1150366097,92866,2016-04-25,,2,50,82,36,single_family,4,1953,2229,799000
1183296134,92637,2016-05-27,,13,64,131,6,single_family,3,1965,1500,319900
2165969292,91351,2016-08-10,,20,134,280,33,mobile,3,2004,1344,179000
2797187471,91355,2016-04-29,2016-05-03,66,287,505,36,single_family,4,1979,2025,599000
2048076239,90274,2016-04-28,,28,89,156,36,single_family,6,1985,11686,7195000
1222768932,91205,2016-07-27,,14,72,126,34,condo,2,1978,923,459000
2197594904,91335,2016-05-29,2016-06-11,54,189,311,27,single_family,4,1950,1611,550000
1437482053,91311,2016-06-23,,3,11,23,1,land,,,,400000
1666927424,91710,2016-06-17,,0,27,76,0,condo,2,1985,1149,249000
1239952903,90241,2016-08-02,,10,79,149,6,single_family,3,1951,1020,450000
2030568063,92688,2016-07-10,,0,86,132,26,condo,2,1986,1024,399000
2608070578,91361,2016-06-02,2016-07-14,0,36,71,14,single_family,3,1981,3106,2150000
1783570283,91306,2016-07-01,,0,19,50,4,condo,2,1982,1021,340000
1951511438,91381,2016-05-04,2016-05-06,68,192,254,25,single_family,4,1999,2452,705000
2578889174,90505,2016-04-27,,14,85,136,20,single_family,3,1956,1498,809000
2630865014,91765,2016-06-13,,0,5,13,19,single_family,3,1977,3194,1630000
1353240848,91342,2016-08-01,,28,121,228,28,condo,2,1984,1171,295000
2246338296,92672,2016-08-11,,19,355,427,33,mobile,2,1964,1100,395000
2726548211,90746,2016-07-01,,0,45,90,4,single_family,4,1963,2206,540000
1963780157,91601,2016-05-20,2016-06-06,0,0,50,20,single_family,4,1940,2555,843000
2758915348,91355,2016-06-07,2016-08-11,1,300,394,17,single_family,3,1967,1604,575000
1433135236,90740,2016-05-15,,0,11,25,22,single_family,2,1962,1200,415000
2449155575,90631,2016-05-17,,11,26,40,12,single_family,3,1956,2100,668000
2873392716,91311,2016-05-26,,16,42,64,6,condo,2,1975,1270,354995
1022057437,91105,2016-07-01,,0,58,68,28,condo,2,2016,2004,2025000
2259383638,92672,2016-08-12,,15,95,148,14,mobile,1,1996,400,98500
1491379400,91307,2016-06-08,2016-06-20,0,65,167,32,single_family,4,1987,2417,825000
1370317913,92806,2016-05-21,,24,78,108,24,single_family,4,1979,1953,650000
2407163491,93535,2016-06-29,,0,0,0,4,land,,,,300000
2272434179,90620,2016-06-28,,0,2,20,3,single_family,2,1923,1131,499000
2742940854,91755,2016-06-04,,0,0,0,8,single_family,2,1951,703,469888
1708589800,91768,2016-07-25,,0,18,47,32,single_family,3,1963,1542,450000
2607678597,92626,2016-06-30,,0,31,71,28,single_family,4,1959,1965,905000
1335792164,93551,2016-05-24,2016-07-21,0,11,75,16,single_family,3,1966,1814,385000
1393592160,91765,2016-08-01,,30,83,126,6,single_family,3,1962,1415,499999
2863946088,92620,2016-07-20,,0,28,65,31,condo,3,1985,1368,579000
1608183459,91390,2016-06-17,2016-07-10,0,0,131,25,single_family,4,1997,2941,699900
1752156835,91746,2016-04-22,,0,24,127,1,single_family,4,1954,1246,350000
1233675531,92618,2016-07-17,,0,0,20,23,condo,3,2010,2342,849900
1189214023,91710,2016-08-11,,20,98,151,19,single_family,4,1975,1750,479900
2835411995,92688,2016-06-08,,0,14,65,33,single_family,4,1987,1752,679000
1503429934,92627,2016-06-22,,0,18,47,22,condo,3,1991,1570,675000
1741338889,91604,2016-05-14,2016-05-27,0,40,62,27,condo,2,2005,1660,799000
1646305815,90808,2016-07-27,,1,3,3,1,single_family,2,1947,1322,575000
2315141133,93552,2016-08-15,,27,104,104,36,single_family,3,1988,1600,230000
1647809106,91710,2016-07-31,,0,1,11,1,land,,,,1780000
1553241230,91106,2016-06-08,2016-07-19,13,46,82,24,condo,2,2007,1450,728000
2006559533,90266,2016-04-18,,33,123,204,31,single_family,5,2010,3994,21000000
2788032461,92653,2016-07-22,,11,97,155,36,single_family,4,1978,4014,2295000
2930428256,91724,2016-06-21,,0,45,83,14,condo,2,1988,1215,309900
1073122325,92675,2016-06-06,,0,21,61,16,condo,2,1971,897,299800
2310525231,91403,2016-04-18,2016-05-05,0,57,112,29,single_family,2,1936,1316,699000
1527227369,93550,2016-05-08,,4,18,25,1,land,,,,149000
1353247146,91390,2016-07-27,,21,63,96,0,single_family,2,1971,768,139000
1231880714,90605,2016-08-08,,15,58,115,1,single_family,3,1953,1998,629000
2415846456,93535,2016-04-25,,9,22,31,18,land,,,,18000
2457135562,92843,2016-06-03,,0,34,83,33,single_family,3,1973,1280,499900
2481456463,91350,2016-07-20,,32,68,103,4,condo,3,2016,1635,434990
2843208281,90650,2016-07-08,,0,0,16,1,multi_family,3,1950,1596,1200000
2274644426,91387,2016-07-28,,0,40,190,3,condo,3,1980,1693,382650
1895194376,90249,2016-05-09,,0,0,0,14,single_family,3,1955,1452,474999
2824891166,92677,2016-08-04,,28,83,84,36,condo,3,1971,1312,549000
1480526142,91321,2016-06-29,,9,149,172,30,single_family,3,1943,2694,999000
2944734007,90650,2016-07-01,,0,0,18,1,single_family,3,1959,1274,449900
1632915449,91307,2016-06-01,,0,39,91,21,single_family,3,1964,1582,599900
1358835111,91770,2016-06-27,,0,54,121,22,single_family,2,1949,1840,579000
1722862320,91709,2016-05-11,,2,16,29,36,single_family,5,1989,2935,847000
2840568755,91702,2016-08-07,,7,55,99,29,mobile,2,1979,1440,115000
2098218527,90815,2016-06-22,,0,89,153,24,single_family,4,1954,2028,929000
2707414855,92675,2016-04-22,,41,103,163,36,single_family,13,1984,13000,12950000
2146162125,90240,2016-07-12,,0,763,923,9,single_family,5,1949,2082,599900
1478787180,90745,2016-07-05,,0,87,185,21,single_family,3,1997,1532,485000
2592674669,90605,2016-05-31,,17,47,74,36,single_family,4,1950,1379,540000
2050651441,90022,2016-07-29,,0,0,0,26,single_family,2,1922,888,368000
2547907877,91010,2016-07-22,,37,120,258,32,condo,3,1990,1530,425000
1958643938,91709,2016-05-06,,0,39,75,36,single_family,4,1989,3302,1198000
1889744621,90277,2016-04-20,,1,39,95,23,condo,3,1983,2030,1859000
2339440453,91301,2016-04-29,,34,232,374,36,single_family,5,1985,5902,1975000
2092513228,93535,2016-05-03,2016-05-25,1,6,10,1,land,,,,4000
2265353189,92646,2016-05-09,,0,0,0,14,mobile,2,1976,1632,129900
2473230077,91789,2016-08-01,,4,30,62,18,single_family,3,1965,2073,749900
1090932177,93536,2016-07-11,,32,91,130,31,single_family,4,1997,2686,350000
2447306280,90275,2016-06-13,2016-08-16,12,52,95,23,single_family,3,1961,1864,1550000
2333436601,92603,2016-06-28,,0,35,67,20,single_family,4,1978,2175,1450000
2368208355,91711,2016-06-01,,37,546,678,34,single_family,4,2015,1564,569999
1182775055,91042,2016-04-18,,39,99,182,13,single_family,2,1923,972,399000
2042142393,90745,2016-08-08,,4,15,29,21,condo,3,2007,1507,469900
2958436501,90706,2016-07-22,,15,41,45,27,single_family,2,1947,866,399000
1093783801,,2016-05-13,,0,0,0,22,single_family,2,1952,841,350000
1763583478,92807,2016-07-26,,0,62,146,36,condo,3,1979,1831,510000
2472242973,93535,2016-04-22,2016-04-28,21,80,156,13,single_family,4,1987,1661,199000
1530852776,90703,2016-05-24,,6,61,124,1,single_family,3,1976,1280,599000
1987092709,91006,2016-05-04,,0,33,62,36,single_family,4,1959,2071,1180000
1099105830,92630,2016-05-03,,16,97,188,18,single_family,3,1979,1494,624800
1618127503,91104,2016-06-10,,56,465,629,19,condo,5,1911,2666,775000
1474528956,92620,2016-07-11,,0,9,35,26,single_family,4,2011,2334,1268888
1208173522,92870,2016-05-22,,7,75,160,27,single_family,3,1971,1629,599900
1384525377,91744,2016-06-21,,0,44,94,23,single_family,4,2003,2118,595000
1539806107,92688,2016-07-07,,0,11,27,30,condo,3,1995,1116,514900
2462032625,91750,2016-07-03,,0,47,95,36,single_family,3,1956,1427,549000
2516078911,92868,2016-07-25,,24,78,175,0,single_family,3,1958,1632,492000
1216194198,92708,2016-07-19,,0,26,68,18,single_family,5,1976,2812,895000
2072090272,92602,2016-06-23,,0,19,68,36,condo,3,2002,1817,649800
2857883358,92679,2016-06-26,,0,0,32,2,single_family,3,1987,1241,640000
2779368572,90731,2016-07-22,,0,54,123,8,single_family,3,1923,912,250000
2786340361,91355,2016-08-11,,19,680,743,8,single_family,4,2000,3255,925000
2712379142,93551,2016-05-14,2016-05-24,39,126,218,26,single_family,5,2002,3339,429000
1049734234,91792,2016-08-13,,0,246,259,11,single_family,3,1963,1414,459900
2799021726,91504,2016-06-01,,55,131,198,36,single_family,4,1944,1618,779000
2298413800,91403,2016-07-11,,42,100,188,36,single_family,2,2012,3247,1399000
2154191973,90803,2016-07-27,,28,72,120,36,single_family,4,1961,2729,1550000
1067000960,92706,2016-06-01,,0,142,153,20,single_family,3,1951,1352,535000
1215463126,91746,2016-08-14,,8,31,31,15,single_family,3,1956,1254,439500
1809713363,92805,2016-04-27,,0,6,12,1,single_family,3,1977,3000,850000
1717432681,93551,2016-06-01,2016-07-06,0,40,138,33,single_family,4,1986,2028,288000
2037789126,92886,2016-05-12,,0,35,77,35,single_family,5,2005,4976,1699000
1646646986,91505,2016-06-03,2016-06-14,3,27,125,13,single_family,3,1936,1536,639000
2135889565,90804,2016-06-30,,0,34,79,23,condo,1,1984,661,299000
2320221713,92675,2016-07-06,,0,37,104,31,single_family,4,1997,3065,1034800
2576686112,91107,2016-04-27,,30,60,108,30,condo,1,1973,885,358000
2565896353,93063,2016-08-01,,9,935,1006,0,single_family,3,2000,2095,659900
2599684090,92806,2016-07-19,,0,0,47,1,single_family,5,1964,2645,711000
1729048802,,2016-06-30,,0,0,0,6,single_family,4,1969,1410,328000
2549573473,91780,2016-06-27,,0,216,254,10,single_family,3,1963,1338,569000
2739991066,91741,2016-06-09,,13,41,85,26,condo,3,1976,1517,535000
2677812611,91387,2016-08-09,2016-08-15,0,46,124,16,single_family,3,2004,1502,429000
1596697141,92835,2016-06-29,,0,0,60,22,single_family,3,1958,1762,620000
1792249395,90063,2016-05-27,,3,67,129,7,multi_family,6,1939,2179,569000
2995050549,91010,2016-05-10,,16,31,66,36,single_family,3,1983,1712,649000
2783336952,92653,2016-07-11,,0,11,41,13,single_family,4,1985,2652,899000
2027630593,93550,2016-05-29,2016-07-21,11,49,131,24,mobile,3,1983,1440,27000
2182735423,91786,2016-06-07,,0,52,141,33,single_family,3,1962,1338,405000
1273148634,91724,2016-08-08,,8,25,37,36,single_family,4,1983,4314,1398000
1707483194,91765,2016-05-05,,1,49,76,17,condo,2,1985,1176,425000
1759260812,91214,2016-05-11,2016-07-31,0,0,71,36,single_family,3,1958,2275,1145000
2559708066,91335,2016-07-11,,0,5,42,35,single_family,3,1951,1062,465500
2477670319,92677,2016-06-21,,0,27,44,22,single_family,5,1986,2647,1169000
2084263640,90069,2016-07-22,,47,148,237,32,single_family,2,1922,888,1350000
2072541773,91301,2016-07-22,,32,161,299,36,single_family,5,1977,2347,842500
2046703941,91311,2016-06-10,2016-06-20,22,48,110,18,condo,2,1986,754,254900
2839418586,93536,2016-07-12,2016-07-21,7,9,12,4,land,,,,35000
2850765563,92688,2016-07-04,,0,0,51,8,single_family,3,1989,1551,619000
1316501214,90604,2016-08-12,,0,8,46,4,single_family,3,2001,1336,439000
1855113188,90732,2016-05-14,,19,67,95,36,single_family,5,1956,3313,1299000
2191218118,92806,2016-05-16,,0,26,64,36,condo,4,2003,2260,610000
1130528723,90650,2016-06-24,,0,41,90,11,single_family,3,1950,1226,395000
1085887976,91803,2016-05-17,,9,142,179,5,single_family,4,1969,1968,550000
2147654778,91326,2016-06-03,2016-06-16,11,38,83,23,condo,3,2005,1563,559000
1646702961,92679,2016-07-01,,0,212,252,36,single_family,5,1996,6395,4595000
2658006696,90044,2016-05-23,,0,30,71,3,single_family,3,1940,1531,359900
1066747619,92653,2016-08-09,,11,37,64,24,condo,3,1975,1290,429900
1036862685,92651,2016-08-04,,0,26,72,36,single_family,3,1959,3760,4059000
2676220112,92663,2016-04-25,,0,31,55,27,single_family,3,1939,2180,2725000
1759533046,90042,2016-07-24,,0,5,28,1,multi_family,8,1925,2934,785000
2459213711,90803,2016-06-29,,0,0,11,23,single_family,4,1949,2360,989900
1653031874,92870,2016-07-15,,0,58,100,25,single_family,6,1965,3167,717000
2644144469,91504,2016-05-31,,0,31,67,15,condo,2,1982,1043,449000
2931575550,91355,2016-06-23,,15,90,184,20,condo,2,2003,1120,365000
2797054854,91306,2016-08-05,,0,0,47,9,single_family,3,1954,1241,489990
1439787927,92610,2016-06-01,2016-08-02,18,40,64,32,single_family,3,1994,2149,789500
1696239274,90012,2016-04-19,,0,40,70,18,condo,0,1968,481,349000
2271403328,92675,2016-06-28,,0,10,39,22,single_family,4,1980,3186,1199000
1219850816,91007,2016-04-21,,0,33,53,30,single_family,5,2001,6508,3380000
2340097513,93536,2016-04-20,2016-05-22,3,9,19,3,land,,,,25000
1727126198,91105,2016-07-14,,1,46,75,10,condo,2,1969,1647,925000000
1069571330,92675,2016-04-21,,68,110,174,30,single_family,5,2013,2864,899900
1292373489,90255,2016-06-21,,0,16,58,11,multi_family,4,1927,1903,489900
2904190404,92656,2016-06-13,,13,49,81,24,single_family,4,1996,2000,769000
1091834293,92694,2016-07-17,,0,107,182,36,single_family,6,2001,3100,999900
1059994166,92841,2016-04-21,,3,27,45,36,single_family,4,2016,2058,629000
1218324041,91350,2016-06-20,,0,25,76,36,single_family,5,2014,3692,815000
1343965817,92651,2016-07-24,,4,105,218,33,single_family,4,2000,3301,2495000
1271937934,91604,2016-07-07,,3,16,48,10,single_family,3,1947,2380,1999000
1647912102,90266,2016-07-21,,5,75,117,19,single_family,4,1995,2157,1899000
1866264845,90746,2016-06-20,,0,28,102,30,single_family,3,2003,1800,538000
1214056038,91710,2016-06-13,,25,211,223,1,single_family,5,2000,3905,859900
2410527425,91325,2016-07-14,2016-07-29,44,275,364,36,condo,2,1976,1390,395000
2292328598,90503,2016-08-01,,11,74,137,23,single_family,3,1955,2260,975000
1497913871,92657,2016-05-20,,0,92,122,17,single_family,5,2002,3910,2795000
2375537852,92688,2016-05-31,,7,31,56,11,condo,2,1987,847,349499
1891700823,90042,2016-08-06,,17,69,79,25,condo,2,1987,1348,460000
1814254580,90003,2016-08-05,,30,110,174,20,single_family,2,1940,966,299000
1657077598,91214,2016-07-10,2016-08-09,3,102,178,36,single_family,5,1958,3100,1390000
1449371053,91706,2016-07-15,,0,28,63,9,multi_family,3,1942,1936,638000
1132792038,92620,2016-05-04,,0,26,59,22,condo,3,2015,1810,759000
2878767049,90740,2016-05-15,,10,10,10,15,condo,2,1975,1895,679900
1131489934,92688,2016-06-09,,0,0,0,20,single_family,4,1995,2200,749000
2853955913,92653,2016-06-02,,3,29,63,36,single_family,5,1983,6262,2749000
1233284928,91351,2016-04-18,,0,10,91,10,single_family,3,1967,1566,430000
2870466377,90802,2016-05-12,,43,138,233,36,condo,0,1928,600,299900
2912872359,93551,2016-07-29,2016-08-05,0,101,307,32,single_family,4,2006,1974,319900
1874749924,93552,2016-06-14,,12,49,65,16,single_family,4,2006,3661,365000
2233980985,91403,2016-04-22,,0,23,57,20,single_family,2,1946,835,679900
2610984077,93535,2016-04-18,2016-04-25,28,75,116,21,single_family,4,1987,2163,203000
1677394538,91343,2016-08-09,,0,48,84,23,single_family,2,1951,2652,899000
1798264956,90815,2016-04-30,,0,46,76,36,single_family,4,1953,2042,789000
1686699314,91710,2016-05-27,,0,34,113,15,single_family,4,2010,1714,393000
2687633120,90047,2016-07-14,,0,100,129,1,single_family,2,1946,996,332000
1208960476,93536,2016-04-25,2016-04-30,8,14,17,1,land,,,,40000
2276620744,91030,2016-05-09,,23,131,186,14,condo,3,1962,1261,585000
2417180878,90710,2016-06-01,,17,36,88,19,single_family,3,1961,1282,525000
2783806888,92627,2016-06-17,,0,21,36,18,multi_family,,1958,5060,2375000
2032092298,90606,2016-04-21,,0,6,42,0,single_family,3,1936,1537,465000
2597879764,91302,2016-07-05,2016-08-15,38,128,258,28,single_family,4,1997,2425,1159000
2173960073,90068,2016-07-05,2016-08-13,39,122,205,30,single_family,3,1979,2414,999999
1591497763,90032,2016-06-02,,0,9,66,17,single_family,3,1950,960,439000
1216415868,92620,2016-07-14,,0,38,67,36,single_family,4,1985,2574,1200000
2486092606,91108,2016-04-16,,14,39,54,13,single_family,4,1952,2057,1860000
1808791102,91606,2016-08-16,,17,17,17,27,condo,3,1981,1174,405000
2893520972,92673,2016-06-13,,14,68,110,36,single_family,4,1985,2529,949000
1995763079,90802,2016-05-09,,15,107,175,10,condo,2,1971,1034,330000
1035638261,90602,2016-06-30,,0,0,46,31,single_family,3,1948,1672,499900
2231830350,90755,2016-05-17,2016-08-15,7,15,24,29,condo,2,2013,1779,585000
2750453409,93536,2016-07-15,,0,3,9,6,land,,,,161990
2538416435,91790,2016-08-11,,14,34,56,21,single_family,3,1954,1590,488000
2445285176,91387,2016-05-13,2016-05-26,17,74,126,12,condo,2,1982,1115,290000
2287650759,91744,2016-07-11,,0,24,64,13,single_family,4,1955,1242,439000
2990021632,90732,2016-07-06,,0,15,69,8,mobile,3,1979,1500,275000
2056877818,92692,2016-07-07,,0,51,94,20,condo,3,1990,1300,509000
2248597304,92612,2016-07-06,,0,21,68,36,condo,1,2005,648,345000
2633812477,91351,2016-05-08,,0,7,103,36,mobile,2,1977,1440,74900
2801406622,91361,2016-06-22,,12,162,195,15,single_family,0,2016,,39000000
2479715055,90221,2016-06-11,,0,26,104,9,single_family,3,1927,1116,275000
2766242217,91331,2016-04-18,2016-07-09,9,33,55,18,single_family,5,1953,2235,519999
2964127521,93550,2016-08-12,,40,318,507,33,single_family,4,1981,1704,175000
2129149963,90249,2016-04-17,,0,28,79,23,single_family,3,1942,1455,497000
2048066331,92620,2016-04-29,,18,59,94,5,condo,3,2016,1948,890000
1174690330,92663,2016-04-30,,0,8,96,22,multi_family,7,1955,3750,1999999
2643951289,93536,2016-07-21,,0,5,7,6,land,,,,25000
2699447127,91505,2016-08-02,,30,114,191,26,single_family,3,1941,1790,779000
1611822926,91307,2016-08-11,,14,45,81,22,single_family,3,1960,1800,649000
1271126307,91306,2016-07-15,2016-07-27,0,34,68,7,condo,1,1979,721,185000
2175737985,90604,2016-08-08,,0,14,48,5,single_family,3,1961,1707,559000
2451185790,91754,2016-06-29,,0,60,123,6,single_family,2,1950,1195,450000
1465774395,91710,2016-07-21,,8,42,78,17,condo,1,2006,1090,275000
1001543073,91766,2016-04-28,,5,10,19,12,single_family,3,1927,1550,550000
1881755278,91321,2016-05-12,,0,0,0,1,condo,2,1993,938,275000
1453345394,91316,2016-06-18,2016-06-30,25,65,110,25,single_family,3,1949,1645,779500
1436412685,93560,2016-08-08,2016-08-13,20,50,68,18,single_family,3,1994,1633,219000
2999752843,91741,2016-06-24,,0,32,54,9,mobile,2,1971,1440,55000
1671779975,90019,2016-07-19,,0,18,20,20,multi_family,2,1938,,849000
2098682869,91602,2016-06-10,2016-08-02,7,84,173,33,single_family,5,2016,3670,2229000
1942017886,92808,2016-05-19,,46,202,384,36,single_family,4,1976,2400,775000
2594684156,92780,2016-07-25,,5,19,42,33,single_family,4,1965,2018,809000
2347873226,90043,2016-07-07,,0,39,69,18,single_family,3,1922,1856,610000
1478732244,90706,2016-04-18,,42,96,166,5,condo,2,1980,1254,299000
2326153479,,2016-08-03,,0,0,0,23,single_family,3,1943,1642,391900
2490058540,90810,2016-07-11,,0,38,81,9,condo,2,1965,730,199900
2511132078,91205,2016-08-15,,17,33,33,6,multi_family,14,1986,5792,2379000
2714614366,91505,2016-05-30,2016-06-14,5,44,127,32,single_family,4,1941,1626,749000
2993145860,90802,2016-05-25,,0,38,60,9,condo,2,1985,859,308000
